Timestamp,Flex_Value,Accel_X,Accel_Y,Accel_Z,Stability,Intensity,Direction,Rep_Count
15:44:32,120.7,-0.046,-0.515,-0.055,0.270,0.0210,RIGHT,2
15:44:32,120.8,-0.051,-0.514,-0.053,0.270,0.0059,STILL,2
15:44:32,120.8,-0.087,-0.515,-0.043,0.275,0.0379,LEFT,2
15:44:32,122.6,-0.122,-0.516,-0.020,0.281,0.0416,LEFT,2
15:44:32,123.9,-0.136,-0.518,-0.003,0.287,0.0220,UP,2
15:44:32,125.1,-0.142,-0.518,-0.013,0.289,0.0118,DOWN,2
15:44:32,124.3,-0.150,-0.509,-0.026,0.283,0.0171,DOWN,2
15:44:32,125.1,-0.151,-0.500,-0.038,0.274,0.0156,DOWN,2
15:44:32,126.0,-0.135,-0.493,-0.048,0.264,0.0205,RIGHT,2
15:44:32,124.5,-0.113,-0.493,-0.067,0.260,0.0290,RIGHT,2
15:44:32,126.2,-0.098,-0.495,-0.084,0.262,0.0223,DOWN,2
15:44:32,128.2,-0.110,-0.494,-0.091,0.264,0.0142,LEFT,2
15:44:32,128.9,-0.121,-0.499,-0.088,0.272,0.0128,LEFT,2
15:44:32,129.9,-0.108,-0.506,-0.087,0.275,0.0145,RIGHT,2
15:44:33,129.7,-0.088,-0.512,-0.089,0.277,0.0210,RIGHT,2
15:44:33,130.6,-0.082,-0.512,-0.088,0.276,0.0060,STILL,2
15:44:33,132.8,-0.083,-0.509,-0.086,0.273,0.0038,STILL,2
15:44:33,132.0,-0.086,-0.508,-0.090,0.273,0.0047,STILL,2
15:44:33,129.6,-0.085,-0.507,-0.101,0.274,0.0116,DOWN,2
15:44:33,129.1,-0.074,-0.505,-0.110,0.272,0.0147,RIGHT,2
15:44:33,129.3,-0.058,-0.504,-0.116,0.271,0.0167,RIGHT,2
15:44:33,129.2,-0.047,-0.504,-0.116,0.270,0.0111,RIGHT,2
15:44:33,128.7,-0.041,-0.505,-0.111,0.269,0.0081,STILL,2
15:44:33,129.2,-0.040,-0.509,-0.099,0.270,0.0129,UP,2
15:44:33,129.5,-0.055,-0.510,-0.088,0.271,0.0183,LEFT,2
15:44:33,129.8,-0.077,-0.512,-0.076,0.274,0.0251,LEFT,2
15:44:33,128.3,-0.097,-0.512,-0.069,0.277,0.0211,LEFT,2
15:44:33,128.5,-0.108,-0.511,-0.070,0.278,0.0113,LEFT,2
15:44:33,129.2,-0.102,-0.511,-0.071,0.277,0.0065,STILL,2
15:44:33,130.7,-0.091,-0.511,-0.074,0.275,0.0110,RIGHT,2
15:44:33,130.6,-0.077,-0.507,-0.074,0.269,0.0142,RIGHT,2
15:44:33,130.5,-0.066,-0.505,-0.080,0.266,0.0126,RIGHT,2
15:44:33,130.1,-0.058,-0.503,-0.086,0.263,0.0108,RIGHT,2
15:44:33,132.2,-0.053,-0.501,-0.092,0.262,0.0075,STILL,2
15:44:33,131.7,-0.055,-0.507,-0.088,0.268,0.0070,STILL,2
15:44:33,132.2,-0.063,-0.514,-0.081,0.275,0.0129,LEFT,2
